review_id,comment,score,reference_label
gp:AOqpTOGYGTeN5VrOYDRSyrqllX5oMjNZWpySkpNDy1hMllnbGiLprUUqFv_e6mmyCDdoiBeODuPubIvTuFTKlA,"I like it, also I would like, like a wedget but for the block screen. Then you don't need to open the phone, only activate the screen in order to see the next task in your calendar",4,positive
gp:AOqpTOH4zToMWPLXAZ0OaS25fLzlNQd3gRq3ruKt9lm6EOLKEJl6cL6qU_xHosy6jPbMEy8kVU_arPCEGSstmqc,"There is too much WHITE everywhere. what happened to assigning colors to folders? Add some more theme colors like purple please. The latest update added color to the calendar widget for events, can you please give us the option to choose the colors? Also please bring back the old completion sound. Lowered rating because your Android Wear app hasn't been updated since 2015. Please fix to work with 2.0. I really love this app but may have to move on if it won't work on my watch.",3,neutral
gp:AOqpTOFGc_8Yvu5-W9ddrXwkJaK2hB5EtGssK3pOD_Hpm1z6-r2iY1dtBhrPWEY1amq1Oyvpoys5GJl9GDeuwfE,Lately from past two days I am facing difficulty using widget. Getting an error 'task list not found' whenever I strike off a task. Please look into it ASAP.,3,neutral
gp:AOqpTOEOwEvUJ7u_e1kmTLniKIl3_oN1j_JuG43RZUSUdXkviBQKdqltfiMBDwxPqUuxq5dWNuGUDH0rFgTVCA,It allows me to leave the app. I have a Techno phone. How do i fix this? Sleeptown works perfectly though.,3,neutral
gp:AOqpTOGS8lQ0ULL1SU3PSYk479WMK07XnIHxa4tVqxtJtT5_J9hpJ7PVGcD8lJTdufLeP81ElsM5QRkO51aSMsw,Probably the best productivity app available for FREE! The app itself is easy to use and it's really easy to make a task/routine. Highly recommended.,5,positive
gp:AOqpTOH9i0XZSl-mJEkff0lG2L8z_DwGPUrAXAfkwxibtUti75oeTVgnPwZji7FubHjYx4Lro2L4NPZbc2InFQ,"Happy with the App...but personally I had two issues which are if addressed, may provide sort of convienience to the users. 1. If any task is not completed and deleted by mistake it can't be undone that I felt inconvenient to write the task again. 2. If any task is being feeded and there also undo/redo options are not available",3,neutral
gp:AOqpTOGELMAA2hp2w9NsaLShCxXOkVk572PRcGMclPmTu0gY0OafkexRCOMx3mR6A0pdd_MMjpSEuPqdNTKr,"Just installed this yesterday. Loved it. Love the concept. Love the design. Too bad the free version can't have access to the calendar 😝 but otherwise, it's a great app. Am gonna give it a go for another few more weeks before deciding to commit to premium.",5,positive
gp:AOqpTOGbV4KlVo-Y92TbrMnfbYZzrYiKlUAJeFKTod2Ok_x21FoLSZQD82vXf_pmHAgB6CzdFSOr6tyLsno7kg,It was a good app until this most recent update now my widget doesn't work it's not syncing with my calendars I'm losing dates appointments,2,negative
gp:AOqpTOGwpjeYOLaBCSY3AdIfJUlWdQsPVFK2OmW4ua3aVfqzsVJLR_cvqrrrljiNFrUy2BfFoL54c8MNUqm1cQ,it's a nice app. it make my life displined,3,neutral
gp:AOqpTOGXSqw998avoxiCUe_yxNE47fsipYpvUsiCY9ypbVPtajn_gxP1m6QazQfzO6HvoZ21y82S0Bv0Kjt32A,Good,3,neutral
gp:AOqpTOEQ5KLlWilJU7T6yztujxFLMC-0-mIX0nCy7lPufNj45x3kXmujdFEjlHdE08HC9sjyE5FBEJlTOdSKYg,Been using this app for for years now and I really love it and help me organize stuff/schedules.,5,positive
gp:AOqpTOHlROAJ16_J3D4xVUkBfKH6j2kNaA_d8apShWtPmtxuvTYudwAYef4NWgicC23Zhon8qq7xv93ZnCfP,"in primo luogo, adoro... voglio dire, una lista che mi faccia giocare ed avanzare di livello come in un rpg... non posso fare altro che adorare tanterrimo in secondo luogo: probabilmente esiste un modo per impostare orari per le attività (lezioni, cose così), altrimenti non avrebbe senso poter impostare un allarme, ma... hem... io non ho idea di come si faccia (help me please) cosa numero tre: ho provato a cercarne una versione adattabile per pc e non sembra esserci... sarebbe bellissimo se ci fosse e (magari) fosse sincronizzabile ultima cosa e poi la pianto: esiste un modo per creare traguardi composti da più traguardi? mi piacerebbe avere un megaobbiettivo laurea composto dei vari esami... o campagne composte di varie sessioni...",4,positive
gp:AOqpTOGXaxReNpr72KzE87yWvEu0wkX8EJv465oLo4hTNJVBbQivCCCJP3Uc_ceFoSDjDrkx5IO88ZoL8vn5PA,"i cannt acces my account anymore since their ""password reset"" feature does not work. tried on my iphone, android oreo, web version. i don't receive any email to reset my password.",1,negative
gp:AOqpTOEXVIe5MC2nzL16h7YyhOWRIZO_70qUvdjV1_P3sHqv2MbD5OMVrox6oPNMN9NIdGoFfLQGv9c5OgSR9A,The user interfaceis not good enough. It is not that much understandable,3,neutral
gp:AOqpTOE4pcImW_wEqJSpmtkxHtky7b5zzMToA7Wmou-p_jnFhDr1ayuKXq3rGnvFL0BqkIKzyUTRgviOR7-5hlM,"I like it. However, I can't seem to get the notification sounds to work. They used to.",3,neutral
gp:AOqpTOF017bJv44hDXYrH9OfSFlV0AmtlUpedGldJnQgUHhh8gsEiaB20Gojet-w8E_Jnv4dMQOu11yZm-nRoQ,I input my appointments and it does not ring loud enough or pop up to let me know that i have an appt.  I have the paid version.  Am i doing something wrong.  IF my appt is at 11:00 do i have to input at 12:00 to get it to ring before 11:  screwy lewy. I will change my comments and rating once i get this resolved.,3,neutral
gp:AOqpTOG_XDC-0QeUiGy5bMdzeJkPktrUprFGdSstf_-xeWZS8h9yTlJERC8P0dSC73KPGGl1Ae7K7plCLdskOA,The new version is so complicated loved the old one it was simple and easy and quick to use it was perfect,1,negative
gp:AOqpTOE7_m2B0KvnYyd26iuYfKnyhVGksl67wzszs3LbG0hwc1nUHm9SxJYcDWq7D9-pvsxEIRw7-XsRez_Wag,"Well I like the app and it truly helps me stay focused, combined with some time restriction methods it's good (although those ones are short times plus breaks), achievements are boring and not good enough, they try to make you pay for extra, but the app itself is not exciting enough to pay, the achievements are not really worth it and it's hard to unlock new trees even with pro version. No new campaigns are launched & collecting coins is not an easily achievable task, too hard to get new trees.",3,neutral
gp:AOqpTOGRxVYr2sGbukegH0Eke2IKNGhY_vyz_NxmCzMKqCf9DkJoM2O_fhAKHwpx54tlgcN-bUy5MVM1x_eHcA,Such a great app. Helps to organize your day perfectly. Great features,5,positive
gp:AOqpTOHfqgsD-ZCHmzpQz1roGrHl2-GCDF5xz0c3uvy4Dqv_riqRV96qCQ0nzeFDeECMmIMCHX7axotNRwsh7Fw,"It's good but for some reason, it keeps switching around everything. And I can't seem to move them around, so I have to delete them and start again. A bit frustrating but has a great purpose.",2,negative
gp:AOqpTOG-f40KPhlSzWfucnHiJQjzhJONZFWFhJCpABfv5eeO2Tq8Lzkq04KN__i77PyCI2DOKgp-ouRvZSn3J5U,New update causing app to freeze. Pls correct it immediately.,2,negative
gp:AOqpTOF0vR75OASbYHqZzDg6QFU-wXRbUW5knvwX8splNi_1-aP8JxCoBgnm_mC0hzw92ECjtEudCgjdSzFvQYk,I love this app but recently it has been freezing every time i add a new task. It's updated and i even reinstalled it yet it is still happening.,2,negative
gp:AOqpTOHxA-jv5AIq5jMavo14RkQsfyITC074Fpbf46ih42uDqFSuPQIjqsF-yqHLDaYZ2_ZNnzBmm-bgB8AOQg,I like the way this app looks. Helps me feel I'm achieving things!,4,positive
gp:AOqpTOGxJO6F8beMRltTsGIUzPuimNu34c5CyClF5187lRDmSkeLmUzpLmB5MVANmwNtT_UK1NWGGGWGG9iS,"It ok, gets boring after a while",3,neutral
gp:AOqpTOFrdEJcSwPyX16P5gYvASv2nX4qD3inoZM6BsJtrwEE1Tn1z_LehuevLZ1u5rabPjyyZYPxiTy3Ekejc1s,After installing this app my phone received an increased amount of spam calls. After removing the app from my phone I received fewer spam calls. It might be a coincidence... But it might not be.,1,negative
gp:AOqpTOEWKJv3T5FoqAQ1jMNySYFBRngrREw8iwyBrzybR1D42cNLedwyQZWMPOMHu4JjeSzmA-bhL12ZHJJ9-w,"Can't clean up old Alexa lists! We use this purely for the Alexa shopping list integration. However, early on it was very buggy, so we had to relink our Alexa account a number of times. And now we have like 4 or 5 old ""Alexa shopping list""s that we cannot delete! ""Alexa lists can not be modified with Any.do. You can do it from the Alexa app""... No, I can not, because it only deletes the working one!",2,negative
gp:AOqpTOFy2xzzQ4cZwuR3M2MBVex8atsO-kpZSfEUalmmeCTwExR4G0xr70IEfX7cknte287t3aHnnlMpd6Chal4,"Love it, bought premium. BUT needs an option to schedule reoccurring tasks like ""take mom shopping first Sunday of every month at 11am.""",4,positive
gp:AOqpTOEN-xGNzCUfBcR9dXS8o2P3lutgKXXJ-pdGjP0tOYyumCzGyFkZlfYizfJgrzJe1raOHZq91SUADNMEtA,It’s not that good as much as I thought before I downloaded it. It never sent me notifications or alarms. I missed my two events because of this. 😭😭,2,negative
gp:AOqpTOHnVcuYvsIH5gIG2bSG7e-NwIajDthc6YFv4tIyvl3_rnfbKHHAw8T2dFlDWRviGfpxJ_LWYnmvNVgfGw,"A novel approach to timekeeping that totally works. Effective and elegant. The best face for my smartwatch. BUT for me personally, it is always upside-down on my wrist. Can a feature be added to allow it to be rotated 180°??",5,positive
gp:AOqpTOEyad1zcJy03bj5MB_OkFM_WKuaTR740jvz6X8dAFJVGXZvi_bbbKaMUKoMUhVIs5f3z_WsyeujImlmgA,"This app is completely unusable on my Note10+ The account creation is riddled with errors and when I finally get into the app, I can't click on any items or add a new item without the app instantly crashing. I was excited by the premise and motivated to start using it, but the experience was downright embarrassing. I'd love for a developer response here to acknowledge these problems and maybe offer some solutions.",1,negative
gp:AOqpTOHSM9A923EUGmHkom7hDRmxysjL27jg9e6knK7Yy_aFEKg2SpjvSHWWtvIVaWP5_juiWJreVjtLqMcENg,I'm basically lazy. This has helped me get myself into a routine somewhat. Works like a charm. And stares right into my face everytime I open (the widget) so I don't miss a thing. Great work. 👍,5,positive
gp:AOqpTOFaHWqmQMR-jh57GjgqMTfQjFHHnr6qo7gn9tZzgFxWigDuR4K85QD4eqP_UKoNcqzFoq7bap5ZWtE9zhI,"So close to being my dream todo app. It claims to support Start Times but actually doesn't. You can record the start and due time, but you can't then filter a list to only show a task that has in fact started; i.e. what can I work on NOW. For me this makes start times nothing more than a tag, that I can't interact with, which totally defeats the point.",3,neutral
gp:AOqpTOHVNkxtSZd4cpoGoZJQuZf9C7HNmGixe2LaYe-FVGqAC48OUFblxT7ZhjQzZvtIMPfE7mDapC0yc7C1pQ0,Having trouble syncing on new device; says there is no internet connection but my connection is strong.,2,negative
gp:AOqpTOHrv5-WjcIgE47ingZmDrtXDEbgMcK1jTlERqYR1goFXWTUbxtauM2P8KSLTrLhuqN9PUp6Y0re4O0D,"Good app, but does not respect ""do not disturb"" mode and keeps waking me up every night. EDIT: the issue is fixed, giving the deserved 5 stars. EDIT2: this is not fixed, after all. Somehow this app not only not respects the do not disturb mode, but also manages to send notifications one hour after I fell asleep. Today it sounded around 4 am!!!",1,negative
gp:AOqpTOFP4F1eBrMOxwIwmVqS4girsiVLKfC3pgIzAZYqIzQDjayEFFh7nEJAmlBOe_RoT1AgjOH4O6f9ws2hBw,좋아요,4,positive
gp:AOqpTOGHBHT95VtrNye-0jdVrBz60uJgTggVfGL6LkaMGpFNCU4YGYsklB86WuchXgQKDVdcd3D18ffF9gE_DOA,"Before this, l used Wunderlist solely for my do listn I used Workflowy for ongoing notes and events throughout the years. I ike this app, but if you don't get everything done yesterday's then My Day iwhen you wake up the next day, My Day is blank. Imagine making to do list on a posted note and the next morning it was blank? That's not saving me time. Don't know why they didn't put that in when developing the app.",3,neutral
gp:AOqpTOHUp-oMCIPX4bHm7IddeGtTMyiK8kLvWVEhzP6UASoeWuvM1cQmLxf-W1mqLbTvHaAQbzcitRDRovtvhg,"wish It would link to my calendar so I can create, edit and complete in one location....that would make it 5 stars",3,neutral
gp:AOqpTOGG-smj_Tt31wdk6fWts2QlRCIN6K-d47NxXfKz5LEXPy_9i5NmKl7r9fC7f7V027PMeNUEIAJ25QO67v0,Used it for 1 day. Then forgot to even open it as got into new habit. It kept showing notifications and I kept ignoring it. Not much productive for me but app design is good.,3,neutral
gp:AOqpTOGcdQe-H3iOq8w5Ur35lu6TE2MarxyUqItcGJszmPFygjtYpvThgdUA7MVYAn59PsyYETJqEL3joyKgnJA,Good app but you need to pay a subscription to use it fully. There isn't an option to pay for the app outright which is a shame,3,neutral
gp:AOqpTOHbcm_Yk7tn2LKVL27S_9ClHNVNscrlqQ9zef7_uTptBS7YFUC_EepFRPcmdOVRd6CADUllhdk-WFyyAg,Crashes at start.,2,negative
gp:AOqpTOEIzix668OUTfTLWfLBMEfmsWj2QOsITYr5oMfbwl82T8kkcV7U9dRAd7gcmXnYpVy2W7gWIA0l2wVkhg,Not at all use ... Its not remainding with alarming then whats is the use of remainder app... Its only alarming while we open the app... Not usefull at all,2,negative
gp:AOqpTOGkAA4e7eTHFmmw41cJN4JCCN1uKnO7z1jEvr3ySJrEquwsDQSB7JE9QND4u_lQ2dtjz2boUEcnlL5AgA,"Very easy to use, good",4,positive
gp:AOqpTOEntwRBg413B6uBHXhn1jPOBxrN9liFKzZIDTwDLhJskf0yMu0SsHPOdEeX0HzNDu-mBXxwxD0Vj90eeQ,"Doesn't offer too many options to notes and writing (listing, text fonts and sizes). Tools and resources are very simple and limited.",3,neutral
gp:AOqpTOESwJyYsVidpq6CQufExFhz--xH0aDQsUrEgcFNNgN_8gL4H8ZWGXanmu-UaJdo9eHTMunDsHdm02ex4g,Alarm nahi he,1,negative
gp:AOqpTOHniipuG6PwxPicPoBAZ8VECmnSq-N99fsdIzI21mVzrPfvrWNYslejWbJk-7pr6JX6NAGtkwAMfcTA8g,Stop looking at users as cash cows. I will be uninstalling this and moving to a different app which is as good and does not nag. This is quite a good To Do app other than that it too often comes up with prompts to upgrade to the premium subscription-based version. Since when have customers disrespectfully/greedily been treated as cash cows. It used to be apps were$5 at most for a lifetime of use but now they are greedy and arrogant enough to want $5 or thereabouts per Month! I wud pay a one off,3,neutral
gp:AOqpTOH1bhqqPaoPmUoGu9ehyLwBe9Hwm10gfP-JGcNIyqkl1VcC8UdAYYugFDSdwzb8PnQGuoYVMuaREdA5,Tasks in All tasks group is frequently disappearing & reappearing so kindly fix that bug otherwise app is great,4,positive
gp:AOqpTOFJkHnHjirl_3qedMfOn3uKMwLohbrBa6ca59-T-JcjhKR64WEdg_fJawL2UZbBww9fA-GgSzMDBjpmRA,It was good now alatm sound of tasks is full but sound is low only this app i have seperate alarm volume and its full,3,neutral
gp:AOqpTOHdrL6HOuWdiwG3MJkXlhd6wLx0xS5QxJdKZICFLwOTvnkjdb8G0r9pmkEJGaX9LZ8DG26sKX2Hn8kLaA,No custom repeat frequency...,2,negative
gp:AOqpTOFHib_QyIOoFiowZeHMLqSUTrriECRA7m7XWtbhX2HDwHpiKN_SrYflrds8CXYJfxUX0o_yQhgeVfVJgcA,Not sure.,1,negative
gp:AOqpTOGckqzGEQn48B7E3h2h3iEevUGMaw7mjTMr5ZqMY-rOHb4zRNIEnA7VmZSHThfSLMv2gWEDxalDCr66hQA,Good experience,4,positive
gp:AOqpTOFOC5uWsZMYPtrFjHZMv9xmn7RFPBtw0b0n_yqkM36-8s-mTsZwQLnmBJKpY_TunYD3lR2syQG-7u_roA,"Once I tweaked it for GTD, this is by far the best app out there. Speedy, snappy features and performance in every platform, extremely flexible labels, categories, projects, whatever. Easy rescheduling, adding tasks in the moment and multiple ways to do almost everything . So slick.",5,positive
gp:AOqpTOHR4Jx7GVqV7DfODFWWTCAB34NtPPAeZaFbBeRNNVCPlBe9dHfR-BNB2DdhzOVHHKV8w1m9H5-sI9XWGQ,"It's a great app, and it's fun and intuitive to use! But I do have one concern. Clear notifications button is not working as of the moment.",4,positive
gp:AOqpTOFSI873HUQfCAXLalYCgu7eRCnif4BpA8Opjgmi2BopCpFwv3Sd46vHrn7rpcntyhmGln9DpsSaQ_f-EQ,"Very good. When I find myself lost in life (very often) , I swipe my trembling thumb over to Todoist, and am instantly guided back upon the path of righteous order. My day is immediately placed upon terms in which i can fully structure and understand and from which point, seize with a newfound confidence. That, or I reschedule my tasks to the next day. 10/10 I am better for it.",5,positive
gp:AOqpTOFdF3wF9UUF8TPZsR-ucZmwEHo3eY6bIb6RZmfvSIMPdhi9MTUVVm-HNowS_izh2bkU2co7FtostWvg_V0,"Its good. The only thing that is missing is the time inclusion. Like at what time a particular task is planned. If that can be added, it would be perfect. It would be like a personal calendar and activity planner together. I hope that can be added.",3,neutral
gp:AOqpTOGwMm75bDRKs6XprZEtnhHXTE64vCN9eRdRQJR_hEd30MiWqyq8h9f-sAptMTj2XQbjzPEa_QvFnfZKPHE,"I really like how easy it is to use, that it displays your progress in a neat and easy-to-track way, and gives you options for how to measure your success (yes/no per day, #of days per week, days you want to succeed and days you can 'cheat', etc). It's pretty satisfying to tap the little circle for a thing I did and see it turn green and link up with other days! Would definitely recommend.",5,positive
gp:AOqpTOG0B-KODpW-02lcJOpp1VbbpAEghxTfPfG1yBpKz_epax_ieZPTdSdg4l73dX_enee3BwYTAASE8jG3tA,"Widget unresponsive. Boy, I am incredibly unlikely. I am the ONLY one to ever experience this! It must just be me.",2,negative
gp:AOqpTOFMNOuJyy5zn1t0hpoaF59sS8A2cu9Nh0rwTDwggF2XI9pEqxv5UiPJ2P83c-lj40jl_qtWvIl3cdOJCiw,"It's ok. So this is what Wunderlist became, it's pretty similar, it's intuitive but it's lost features that made it not a suitable replacement. Specially the ability to export list which include hyperlinks in the notes (or anything in the notes) and no (official) add on for a browser like chrome. Deal breakers for me, moved to TickTick. Still miss Wunderlist :(",3,neutral
gp:AOqpTOEjmAkefNvTG5SV2KJY78mJbJzLUVcwFKYP8WCzIE2Mr3OaAoaxL9ks88h_tpb-RhFA9YUEEA248fZpl4s,"Firstly, thanks for your quick responses back. I appreciate it. Ok, so can you explain how to do it and where that is on the app? Because there's no tutorial for that part. When I click on the other tabs that show the month stats and graph there's nothing indicating that the old schedule has been saved in an independent track and a new track created.",3,neutral
gp:AOqpTOHjZvo2G1xkWqK8hx98WP5_-PZV0AGB_LHnBzeTE0MglmmOF3vJGf0QfVUMGUiUZTdr7af5bJoGh4UWIw,"When you start to reschedule things, the interface is very awkward moving times around. For example, moving everything forward or backward on the schedule is very un intuitive",3,neutral
gp:AOqpTOGtkdphQygkKybSz0oa7ZI1BiR6_x_QK0bhTv1tUkyKOuO6U8LQWGNApZw6ANfeHTx3MygCyk6YgT6_ZCM,"I can't seem to think it so I lose my calendar after 3 months and all my appointments. Is also ridiculous amount of pop-up ads.. it would be better if forwarding dates, this could be 1 step. Sometimes it is, rarely",3,neutral
gp:AOqpTOFCRV2MrCWivtychj5H8pqFWRnWg_uUU3QVRHaJk3KOUWae2OUEL_gGH1cYG0XmsCyP8Dxjb7sn4NBcYg,"I like this app👍but my routine won't work and notifications won't make 
sounds and not appear on screen...",3,neutral
gp:AOqpTOF9VHWToPTHYYuG3x-dQBSPjTFvhPo48l0SbCg-lgYf7Vd-VRoxEsZm0QiFtoTiysp2_wRSeT1mz25nfnA,The app does what it says across devices. Would love a feature to add colours to the list to sort them out as per urgency. Another feature could be to give formatting options for text for additional notes within a set task.,4,positive
gp:AOqpTOEKIBjFhUSXuCfTUMkulIgkf33ZMPgnPhFmbQl8VaEtWghgrInWav6qdGCbYvz2OIDNiWuoXwr-okEn7eQ,"App is nice! It works fine. I think it might just be better if it can give some rewards (maybe points or what) whenever you exceed your goals. I also do not understand some items in the app like the red translucent thing that goes on when you tap the dates the 2nd time and why it decreases % when red. Maybe you can make the app more user friendly. I also sometimes feel offended by being catcalled by the app notifications. I don't think it's appropriate. Still, it's a great app.",4,positive
